Time	Epoch_Time	Longitude	Latitude	Altitude	X_J2000	Y_J2000	Z_J2000	X_MSO	Y_MSO	Z_MSO	Instrument_Observation_Direction_X	Instrument_Observation_Direction_Y	Instrument_Observation_Direction_Z	Solar_Incident_Angle	Solar_Azimuth_Angle	Energy_CSI_1	Energy_CSI_2	Energy_CSI_3	Energy_CSI_4	Energy_CSI_5	Energy_CSI_6	Energy_CSI_7	Energy_CSI_8	Energy_CSI_9	Energy_CSI_10	Energy_CSI_11	Energy_CSI_12	Energy_CSI_13	Energy_CSI_14	Energy_CSI_15	Energy_CSI_16	Energy_CSI_17	Energy_CSI_18	Energy_CSI_19	Energy_CSI_20	Energy_CSI_21	Energy_CSI_22	Energy_SD1_1	Energy_SD1_2	Energy_SD1_3	Energy_SD1_4	Energy_SD1_5	Energy_SD1_6	Energy_SD1_7	Energy_SD1_8	Energy_SD1_9	Energy_SD1_10	Energy_SD1_11	Energy_SD1_12	Energy_SD1_13	Energy_SD1_14	Energy_SD1_15	Energy_SD1_16	Energy_SD1_17	Energy_SD1_18	Energy_SD1_19	Energy_SD1_20	Energy_SD1_21	Energy_SD1_22	Energy_SD2_1	Energy_SD2_2	Energy_SD2_3	Energy_SD2_4	Energy_SD2_5	Energy_SD2_6	Energy_SD2_7	Energy_SD2_8	Energy_SD2_9	Energy_SD2_10	Energy_SD2_11	Energy_SD2_12	Energy_SD2_13	Energy_SD2_14	Energy_SD2_15	Energy_SD2_16	Energy_SD2_17	Energy_SD2_18	Energy_SD2_19	Energy_SD2_20	Energy_SD2_21	Energy_SD2_22	Energy_Total_1	Energy_Total_2	Energy_Total_3	Energy_Total_4	Energy_Total_5	Energy_Total_6	Energy_Total_7	Energy_Total_8	Energy_Total_9	Energy_Total_10	Energy_Total_11	Energy_Total_12	Energy_Total_13	Energy_Total_14	Energy_Total_15	Energy_Total_16	Energy_Total_17	Energy_Total_18	Energy_Total_19	Energy_Total_20	Energy_Total_21	Energy_Total_22	He_Index_1	He_Index_2	He_Index_3	He_Index_4	He_Index_5	He_Index_6	He_Index_7	He_Index_8	He_Index_9	He_Index_10	He_Index_11	He_Index_12	He_Index_13	He_Index_14	He_Index_15	He_Index_16	He_Index_17	He_Index_18	He_Index_19	He_Index_20	He_Index_21	He_Index_22	Electron_Index_1	Electron_Index_2	Electron_Index_3	Electron_Index_4	Electron_Index_5	Electron_Index_6	Electron_Index_7	Electron_Index_8	Electron_Index_9	Electron_Index_10	Electron_Index_11	Electron_Index_12	Electron_Index_13	Electron_Index_14	Electron_Index_15	Electron_Index_16	Electron_Index_17	Electron_Index_18	Electron_Index_19	Electron_Index_20	Electron_Index_21	Electron_Index_22	Proton_Index_1	Proton_Index_2	Proton_Index_3	Proton_Index_4	Proton_Index_5	Proton_Index_6	Proton_Index_7	Proton_Index_8	Proton_Index_9	Proton_Index_10	Proton_Index_11	Proton_Index_12	Proton_Index_13	Proton_Index_14	Proton_Index_15	Proton_Index_16	Proton_Index_17	Proton_Index_18	Proton_Index_19	Proton_Index_20	Proton_Index_21	Proton_Index_22	Divide_Ratio	He_Sample_Counts_1	He_Sample_Counts_2	He_Sample_Counts_3	He_Sample_Counts_4	He_Sample_Counts_5	He_Sample_Counts_6	He_Sample_Counts_7	He_Sample_Counts_8	He_Sample_Counts_9	He_Sample_Counts_10	He_Sample_Counts_11	He_Sample_Counts_12	He_Sample_Counts_13	He_Sample_Counts_14	He_Sample_Counts_15	He_Sample_Counts_16	Electron_Sample_Counts_1	Electron_Sample_Counts_2	Electron_Sample_Counts_3	Electron_Sample_Counts_4	Electron_Sample_Counts_5	Electron_Sample_Counts_6	Electron_Sample_Counts_7	Electron_Sample_Counts_8	Electron_Sample_Counts_9	Electron_Sample_Counts_10	Electron_Sample_Counts_11	Electron_Sample_Counts_12	Electron_Sample_Counts_13	Electron_Sample_Counts_14	Electron_Sample_Counts_15	Electron_Sample_Counts_16	Proton_Sample_Counts_1	Proton_Sample_Counts_2	Proton_Sample_Counts_3	Proton_Sample_Counts_4	Proton_Sample_Counts_5	Proton_Sample_Counts_6	Proton_Sample_Counts_7	Proton_Sample_Counts_8	Proton_Sample_Counts_9	Proton_Sample_Counts_10	Proton_Sample_Counts_11	Proton_Sample_Counts_12	Proton_Sample_Counts_13	Proton_Sample_Counts_14	Proton_Sample_Counts_15	Proton_Sample_Counts_16	He_Flux_1	He_Flux_2	He_Flux_3	He_Flux_4	He_Flux_5	He_Flux_6	He_Flux_7	He_Flux_8	He_Flux_9	He_Flux_10	He_Flux_11	He_Flux_12	He_Flux_13	He_Flux_14	He_Flux_15	He_Flux_16	Electron_Flux_1	Electron_Flux_2	Electron_Flux_3	Electron_Flux_4	Electron_Flux_5	Electron_Flux_6	Electron_Flux_7	Electron_Flux_8	Electron_Flux_9	Electron_Flux_10	Electron_Flux_11	Electron_Flux_12	Electron_Flux_13	Electron_Flux_14	Electron_Flux_15	Electron_Flux_16	Proton_Flux_1	Proton_Flux_2	Proton_Flux_3	Proton_Flux_4	Proton_Flux_5	Proton_Flux_6	Proton_Flux_7	Proton_Flux_8	Proton_Flux_9	Proton_Flux_10	Proton_Flux_11	Proton_Flux_12	Proton_Flux_13	Proton_Flux_14	Proton_Flux_15	Proton_Flux_16	Sample_Ratio
1687104685.165	1687133485.165	-169.956854	-78.996659	9876.482464	-239793177.768959	58132659.575944	33120413.164766	-3771.73994341618	-2802.39960512792	-12413.9623389836	-0.774958	-0.04781	0.63022	180	321.404	0	0	0	0	0	24.66	25.808	0	20.675	0	0	0	0	23.876	8.421	0	0	0	0.099	0	30.051	0	0.228	0.224	0.222	0.246	0.231	0.182	0.167	0.25	0.173	0.215	0.231	0.224	0.402	0.187	0.206	0.246	0.242	0.242	0.215	0.228	0.171	0	0.067	0.347	0.237	0.089	0.081	0.085	0.142	0.081	0.058	0.461	0.085	0.27	0.072	0.09	0.118	0.054	0.06	0.061	0.241	0.058	0.351	0	0.295	0.571	0.459	0.335	0.312	24.927	26.117	0.331	20.906	0.676	0.316	0.494	0.474	24.153	8.745	0.3	0.302	0.303	0.555	0.286	30.573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2	5	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107.380520266183	20.6407349264492	34.9995070491965	5.21269253924203	0	0	0	0	0	0	0	0.101928018720301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.38095238095238
1687104689.164	1687133489.164	-169.937252	-79.016007	9878.383624	-239793201.822831	58132586.79259	33120378.209939	-3774.5791149902	-2798.64466403723	-12415.9792684397	-0.774958	-0.04781	0.63022	180	321.24	0	0	0	0	0	0	0	9.57	0	0	0	0	0	0	0	0	0	0	30.929	0	0.829	0	0.224	0.231	0.242	0.237	0.237	0.224	0.235	0.198	0.233	0.235	0.226	0.382	0.248	0.248	0.222	0.224	0.246	0.239	0.176	0.217	0.215	0	0.073	0.369	0.092	0.07	0.069	0.691	0.074	0.186	0.082	0.073	0.564	0.073	0.053	0.075	0.074	0.137	0.052	0.083	0.082	0.081	0.059	0	0.297	0.6	0.334	0.307	0.306	0.915	0.309	9.954	0.315	0.308	0.79	0.455	0.301	0.323	0.296	0.361	0.298	0.322	31.187	0.298	1.103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	2	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181.488203266788	20.3500203500204	6.90131124913734	5.13927433446397	3.49040139616056	2.39257345200498	0	0	0	0	0	0	0.0664540138224349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.33333333333333
1687104693.164	1687133493.164	-169.917531	-79.035349	9880.283143	-239793225.881163	58132513.99062	33120343.250084	-3777.41792742675	-2794.88726319256	-12417.9931170978	-0.774958	-0.04781	0.63022	180	321.077	0	19.797	12.542	0	0	0	0	44.587	0	0	0	0	0	0	0	0	1.869	0	0	0	0	0	0.235	0.178	0.193	0.239	0.255	0.242	0.242	0.431	0.235	0.242	0.235	0.248	0.222	0.244	0.244	0.233	0.206	0.244	0.237	0.209	0.237	0	0.077	0.09	0.321	0.052	0.072	0.072	0.054	0.069	0.059	0.056	0.06	0.069	0.199	0.064	0.061	0.058	0.177	0.091	0.053	0.383	0.065	0	0.312	20.065	13.056	0.291	0.327	0.314	0.296	45.087	0.294	0.298	0.295	0.317	0.421	0.308	0.305	0.291	2.252	0.335	0.29	0.592	0.302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190.562613430127	18.3150183150183	6.2111801242236	0	0	0	0	0.89031339031339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
1687104697.164	1687133497.164	-169.897693	-79.054682	9882.180442	-239793249.938222	58132441.186809	33120308.293356	-3780.25553162134	-2791.12989950909	-12420.0033258277	-0.774958	-0.04781	0.63022	180	320.915	0	0	0	0	0	0	0	2.963	0	0	0	0	17.189	0	0	0	0	0	21.661	0	0.085	0	0.248	0.231	0.244	0.248	0.248	0.222	0.235	0.2	0.25	0.239	0.206	0.246	0.18	0.222	0.237	0.237	0.244	0.22	0.18	0.217	0.25	0	0.087	0.053	0.052	0.068	0.07	0.096	0.055	0.288	0.058	0.06	0.236	0.065	0.115	0.372	0.07	0.067	0.052	0.062	0.119	0.118	0.055	0	0.335	0.284	0.296	0.316	0.318	0.318	0.29	3.451	0.308	0.299	0.442	0.311	17.484	0.594	0.307	0.304	0.296	0.282	21.96	0.335	0.39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	4	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193.803474202748	40.118611547183	6.80272108843537	0	0	0	0	0	0.499895673946307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.28571428571429
1687104701.164	1687133501.164	-169.87774	-79.074005	9884.075644	-239793273.993718	58132368.382743	33120273.340391	-3783.09210323247	-2787.3708504101	-12422.0099706177	-0.774958	-0.04781	0.63022	180	320.753	0	0	442.234	0	0	0	0	18.392	0	24.957	26.362	0	0	0	14.744	0	0	0	37.427	0	0	0	0.242	0.228	0	0.231	0.235	0.25	0.215	0.182	0.235	0.429	0.173	0.235	0.244	0.233	0.198	0.239	0.231	0.261	0.283	0.217	0	0	0.053	0.057	0	0.072	0.054	0.084	0.418	0.068	0.077	0.063	0.052	0.068	0.052	0.056	0.832	0.067	0.07	0.088	0.109	0.341	0	0	0.295	0.285	442.234	0.303	0.289	0.334	0.633	18.642	0.312	25.449	26.587	0.303	0.296	0.289	15.774	0.306	0.301	0.349	37.819	0.558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138.276726298505	18.6057328914472	6.30977028492556	4.69876510579563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.04761904761905
1687104705.166	1687133505.166	-169.857661	-79.093328	9885.969487	-239793298.060093	58132295.540204	33120238.373095	-3785.92895326805	-2783.61018744574	-12424.0138692011	-0.774958	-0.04781	0.63022	180	320.592	0	4.017	0	0	0	0	0	18.27	0	27.376	0	0	0	0	0	0	0	3.909	0.004	0	48.843	0	0.237	0.209	0.242	0.286	0.242	0.244	0.231	0.176	0.237	0.18	0.224	0.231	0.233	0.215	0.215	0.248	0.228	0.228	0.237	0.237	0.132	0	0.076	0.54	0.066	0.07	0.076	0.055	0.062	0.107	0.089	0.059	0.878	0.065	0.056	0.504	0.303	0.06	0.187	0.284	0.088	0.075	0.08	0	0.313	4.766	0.308	0.356	0.318	0.299	0.293	18.553	0.326	27.615	1.102	0.296	0.289	0.719	0.518	0.308	0.415	4.421	0.329	0.312	49.055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	2	1	1	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168.740817561144	20.6407349264492	6.9999014098393	5.21269253924203	0	2.4267530727479	0	0	0	0.515357658214801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.38095238095238
1687104709.166	1687133509.166	-169.837473	-79.112631	9887.860288	-239793322.112739	58132222.734038	33120203.427107	-3788.76328115161	-2779.84945539205	-12426.0132290513	-0.774958	-0.04781	0.63022	180	320.432	0	0	31.739	0	5.57	0	0	19.567	0	0	0	0	0	6.705	0	0	0	0	0	20.04	21.147	0	0.237	0.242	0.156	0.235	0.202	0.237	0.22	0.182	0.253	0.248	0.242	0.239	0.248	0.215	0.237	0.244	0.244	0.237	0.235	0.189	0.18	0	0.065	0.083	0.151	0.056	0.368	0.058	0.673	0.069	0.079	0.059	0.053	0.066	0.08	0.147	0.062	0.058	0.085	0.059	0.077	0.066	0.062	0	0.302	0.325	32.046	0.291	6.14	0.295	0.893	19.818	0.332	0.307	0.295	0.305	0.328	7.067	0.299	0.302	0.329	0.296	0.312	20.295	21.389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193.803474202748	10.0296528867957	0	0	3.44053851907255	0	0	0	0	0	0.148939036014754	0.0990568069253628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.28571428571429
1687104713.165	1687133513.165	-169.817176	-79.13192	9889.748449	-239793346.158186	58132149.944224	33120168.492981	-3791.5957739171	-2776.08973313946	-12428.0084490598	-0.774958	-0.04781	0.63022	180	320.273	0	0	4.274	0	0	0	0	0	0	27.43	33.793	5.665	0	16.595	0	0	0	0	0	0	0	0	0.233	0.224	0.202	0.233	0.237	0.231	0.233	0.255	0.228	0.165	0.171	0.169	0.259	0.202	0.246	0.239	0.215	0.244	0.233	0.244	0	0	0.057	0.124	0.171	0.09	0.064	0.073	0.062	0.079	0.075	0.113	0.169	0.452	0.102	0.116	0.063	0.055	0.128	0.086	0.074	0.058	0	0	0.29	0.348	4.647	0.323	0.301	0.304	0.295	0.334	0.303	27.708	34.133	6.286	0.361	16.913	0.309	0.294	0.343	0.33	0.307	0.302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	4	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168.740817561144	41.2814698528984	0	0	0	0	0	0	0	0.257678829107401	0.153256109522428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.38095238095238
1687104717.165	1687133517.165	-169.796755	-79.151204	9891.634837	-239793370.208051	58132077.135883	33120133.553982	-3794.42790860795	-2772.32739774909	-12430.000483504	-0.774958	-0.04781	0.63022	180	320.114	0	0.828	0	0	0	42.926	0	0	0	0.193	38.17	0	0	0	21.256	0	0	16.405	0	0	0	0	0.244	0.22	0.224	0.237	0.222	0.11	0.246	0.242	0.233	0.239	0.149	0.246	0.224	0.231	0.193	0.217	0.228	0.202	0.246	0.266	0.244	0	0.077	0.052	0.111	0.07	0.334	0.277	0.067	0.069	0.052	0.088	1.372	0.074	0.129	0.067	0.112	0.315	0.065	0.062	0.073	0.084	0.055	0	0.321	1.1	0.335	0.307	0.556	43.313	0.313	0.311	0.285	0.52	39.691	0.32	0.353	0.298	21.561	0.532	0.293	16.669	0.319	0.35	0.299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170.685334024717	34.4496773068202	23.365868086365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.76190476190476
1687104721.165	1687133521.165	-169.776213	-79.170478	9893.519096	-239793394.256695	58132004.325766	33120098.618044	-3797.25889153385	-2768.5650824794	-12431.988966343	-0.774958	-0.04781	0.63022	180	319.957	27.551	0	22.917	0	28.375	0	1.072	0	0.869	14.825	0	0	0	1.436	0	21.904	0	0	0	0	0	0	0.182	0.244	0.18	0.233	0.182	0.242	0.211	0.233	0.213	0.189	0.239	0.244	0.224	0.213	0.209	0.173	0.233	0.231	0.206	0.222	0.246	0	0.082	0.093	0.083	0.088	0.15	0.062	0.057	0.059	0.062	0.099	0.078	0.075	0.08	0.318	0.106	0.068	0.067	0.076	1.087	1.406	0.082	0	27.815	0.337	23.18	0.321	28.707	0.304	1.34	0.292	1.144	15.113	0.317	0.319	0.304	1.967	0.315	22.145	0.3	0.307	1.293	1.628	0.328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129.634430904848	8.72143729286586	0	0	0	4.10155448915139	1.37230684781117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.85714285714286
